"","County","Year","maytempDays90","maytempDays95","maytempDays99","juntempDays90","juntempDays95","juntempDays99","jultempDays90","jultempDays95","jultempDays99","augtempDays90","augtempDays95","augtempDays99","septempDays90","septempDays95","septempDays99","octtempDays90","octtempDays95","octtempDays99","meantemp","Average.x","sd.x","Anomaly.x","maypptDays90","maypptDays95","maypptDays99","junpptDays90","junpptDays95","junpptDays99","julpptDays90","julpptDays95","julpptDays99","augpptDays90","augpptDays95","augpptDays99","seppptDays90","seppptDays95","seppptDays99","octpptDays90","octpptDays95","octpptDays99","sumppt","Average.y","sd.y","Anomaly.y"
"9737","F45009","1986",6,4,0,5,0,0,16,11,8,3,2,0,5,4,0,6,6,6,31.3558166262986,30.3089356817792,0.733709989547948,1.42683207184402,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,431.916896869,647.908341585514,138.614168883213,-1.55822053731385
"9738","F45009","1987",2,0,0,0,0,0,3,1,0,9,2,1,0,0,0,0,0,0,30.5954333801141,30.3089356817792,0.733709989547948,0.39047812135064,1,0,0,2,2,0,1,0,0,0,0,0,3,2,0,0,0,0,535.302931601,647.908341585514,138.614168883213,-0.812365798473222
"9739","F45009","1988",2,0,0,4,1,0,3,1,0,5,1,0,2,0,0,1,0,0,29.8273422862815,30.3089356817792,0.733709989547948,-0.656381134723843,0,0,0,1,0,0,1,0,0,4,2,2,4,2,0,1,0,0,620.496379801,647.908341585514,138.614168883213,-0.197757285603386
"9740","F45009","1989",3,1,1,2,1,0,0,0,0,2,0,0,1,0,0,5,2,0,29.6410146223373,30.3089356817792,0.733709989547948,-0.910333877086011,2,1,0,2,0,0,2,2,0,0,0,0,1,1,1,1,1,0,728.548104191,647.908341585514,138.614168883213,0.581756996814864
"9741","F45009","1990",3,1,0,4,2,1,9,7,0,4,2,0,9,7,2,9,7,1,31.4570114308748,30.3089356817792,0.733709989547948,1.56475414734765,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,1,693.522757979,647.908341585514,138.614168883213,0.329074702542985
"9742","F45009","1991",3,1,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,30.3994043345215,30.3089356817792,0.733709989547948,0.123303013494584,1,0,0,2,1,0,1,1,0,5,3,1,0,0,0,0,0,0,782.386896081,647.908341585514,138.614168883213,0.97016456238892
"9743","F45009","1992",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29.1582603963061,30.3089356817792,0.733709989547948,-1.56829714991618,2,0,0,3,1,0,2,1,0,5,1,0,2,1,0,2,2,0,784.877759118,647.908341585514,138.614168883213,0.988134320149389
"9744","F45009","1993",0,0,0,4,4,0,15,9,0,4,0,0,4,4,1,5,0,0,31.3800231378296,30.3089356817792,0.733709989547948,1.45982400581783,0,0,0,2,1,0,2,0,0,0,0,0,2,0,0,2,1,0,481.800689514,647.908341585514,138.614168883213,-1.19834540299747
"9745","F45009","1994",2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,29.1628063145964,30.3089356817792,0.733709989547948,-1.56210135272794,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,3,1,0,734.969655473,647.908341585514,138.614168883213,0.628083799722078
"9746","F45009","1995",4,3,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,30.2228392896981,30.3089356817792,0.733709989547948,-0.117343900597757,0,0,0,2,2,1,2,1,0,8,5,2,2,1,0,2,0,0,970.603965205,647.908341585514,138.614168883213,2.32801326314172
"9747","F45009","1996",9,5,3,3,2,0,2,1,0,0,0,0,3,0,0,0,0,0,29.9522974115798,30.3089356817792,0.733709989547948,-0.486075254909855,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,475.995862396,647.908341585514,138.614168883213,-1.2402229914487
"9748","F45009","1997",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,29.0277362209389,30.3089356817792,0.733709989547948,-1.74619329038944,0,0,0,3,2,1,2,1,0,0,0,0,2,2,0,2,0,0,695.65896504,647.908341585514,138.614168883213,0.344485876438201
"9749","F45009","1998",7,7,0,12,7,3,3,3,0,4,4,0,2,1,1,1,0,0,31.6081225539612,30.3089356817792,0.733709989547948,1.7707089867789,3,2,1,0,0,0,2,1,1,0,0,0,2,2,1,0,0,0,580.407586132,647.908341585514,138.614168883213,-0.486968655494266
"9750","F45009","1999",0,0,0,0,0,0,3,1,0,14,9,1,6,3,2,0,0,0,29.9673834346581,30.3089356817792,0.733709989547948,-0.46551396599021,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,0,0,706.962930741,647.908341585514,138.614168883213,0.426035733801801
"9751","F45009","2000",10,8,2,4,2,0,5,2,0,2,0,0,0,0,0,1,1,0,30.822553594788,30.3089356817792,0.733709989547948,0.700028513071246,0,0,0,1,1,0,2,0,0,1,1,0,2,1,1,0,0,0,599.667413727,647.908341585514,138.614168883213,-0.348023064649026
"9752","F45009","2001",4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29.9600758100378,30.3089356817792,0.733709989547948,-0.475473793066843,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,507.885690075,647.908341585514,138.614168883213,-1.01016117355569
"9753","F45009","2002",3,1,0,4,1,0,7,3,0,4,2,0,2,1,0,7,6,1,30.4999463109598,30.3089356817792,0.733709989547948,0.260335325812201,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,605.01913804,647.908341585514,138.614168883213,-0.309414282039587
"9754","F45009","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0808493258177,30.3089356817792,0.733709989547948,-1.67380351018269,3,1,1,4,2,0,5,2,1,2,2,0,0,0,0,1,1,0,960.760343946,647.908341585514,138.614168883213,2.25699872445272
"9755","F45009","2004",11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29.8182838283021,30.3089356817792,0.733709989547948,-0.668727236192303,1,1,0,1,0,0,2,1,0,1,0,0,4,3,0,0,0,0,617.699655457,647.908341585514,138.614168883213,-0.217933609326514
"9756","F45009","2005",0,0,0,0,0,0,2,0,0,2,1,0,5,5,2,4,0,0,29.9358030377121,30.3089356817792,0.733709989547948,-0.508556036284902,0,0,0,1,0,0,4,2,0,2,1,0,0,0,0,1,0,0,629.408103447,647.908341585514,138.614168883213,-0.133465707637006
"9757","F45009","2006",7,3,0,2,0,0,2,0,0,6,3,0,0,0,0,5,2,0,30.0820970846259,30.3089356817792,0.733709989547948,-0.309166564970794,0,0,0,2,2,1,2,1,0,2,1,0,1,1,0,1,0,0,581.479137925,647.908341585514,138.614168883213,-0.479238191850951
"9758","F45009","2007",0,0,0,0,0,0,0,0,0,14,9,4,2,0,0,6,5,1,30.8305263356648,30.3089356817792,0.733709989547948,0.710894851257147,0,0,0,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,504.859310385,647.908341585514,138.614168883213,-1.03199429288529
"9759","F45009","2008",0,0,0,8,3,0,1,0,0,3,3,0,3,1,0,2,0,0,30.3088240278536,30.3089356817792,0.733709989547948,-0.000152177191564578,2,1,0,1,0,0,3,1,0,3,1,0,0,0,0,2,2,1,738.698103407,647.908341585514,138.614168883213,0.654981828718965
"9760","F45009","2009",0,0,0,3,1,0,1,0,0,2,0,0,1,0,0,2,1,1,29.9103778191413,30.3089356817792,0.733709989547948,-0.543208990357917,3,1,1,1,1,0,2,2,0,0,0,0,1,0,0,1,0,0,600.619483047,647.908341585514,138.614168883213,-0.341154579791593
"9761","F45009","2010",3,0,0,9,4,2,4,3,0,1,0,0,9,4,1,3,1,0,31.6845968000178,30.3089356817792,0.733709989547948,1.87493851499298,0,0,0,2,1,0,1,1,0,2,1,0,2,1,0,0,0,0,645.934138258,647.908341585514,138.614168883213,-0.0142424352677604
"9762","F45009","2011",8,4,4,8,4,0,9,7,1,9,7,2,6,3,0,2,1,0,31.4133991800148,30.3089356817792,0.733709989547948,1.50531342624364,0,0,0,2,1,0,3,2,0,0,0,0,1,0,0,1,0,0,569.477069178,647.908341585514,138.614168883213,-0.565824352874015
"9763","F45009","2012",2,1,0,1,1,1,8,4,2,0,0,0,2,2,0,3,0,0,30.1004252244329,30.3089356817792,0.733709989547948,-0.28418647737751,3,2,1,1,1,0,1,1,1,3,2,0,0,0,0,0,0,0,711.979137597,647.908341585514,138.614168883213,0.462224002983909
"9764","F45009","2013",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,29.0993677901364,30.3089356817792,0.733709989547948,-1.64856402239809,1,1,0,3,2,1,4,4,2,4,2,0,0,0,0,0,0,0,838.714309889,647.908341585514,138.614168883213,1.37652571768653
"9765","F45009","2014",6,3,1,1,0,0,0,0,0,4,3,0,7,3,1,7,4,0,30.5657672422758,30.3089356817792,0.733709989547948,0.350045064337794,3,2,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,580.628103419,647.908341585514,138.614168883213,-0.485377784310053
"9766","F45009","2015",5,2,0,12,8,2,5,2,0,2,0,0,2,1,0,1,0,0,30.6491259542005,30.3089356817792,0.733709989547948,0.463657681192096,0,0,0,1,0,0,1,1,0,2,1,0,1,1,0,4,3,1,730.385310283,647.908341585514,138.614168883213,0.595011097076056
"9767","F45009","2016",0,0,0,6,2,0,8,0,0,2,1,0,5,0,0,1,0,0,31.2708037832509,30.3089356817792,0.733709989547948,1.31096497958862,4,2,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,928.599189389,647.908341585514,138.614168883213,2.02497948128216
"9768","F45009","2017",4,1,0,0,0,0,0,0,0,3,0,0,4,1,0,7,6,0,30.3815770304721,30.3089356817792,0.733709989547948,0.0990055331503464,2,1,0,1,0,0,2,1,0,1,0,0,1,1,1,1,1,0,741.623276677,647.908341585514,138.614168883213,0.676084817638262
"9769","F45011","1981",3,2,0,10,6,2,5,0,0,0,0,0,0,0,0,4,4,2,30.2242739187635,30.3940110386469,0.769423165533668,-0.220603079666409,0,0,0,3,2,0,1,1,0,3,2,0,0,0,0,0,0,0,546.10524988,623.197889478054,125.344827794791,-0.61504444143692
"9770","F45011","1982",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30.0338824809245,30.3940110386469,0.769423165533668,-0.468050058607899,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470.951750051,623.197889478054,125.344827794791,-1.21461844182598
"9771","F45011","1983",0,0,0,0,0,0,6,3,1,9,5,4,9,7,0,3,2,0,30.6514703799849,30.3940110386469,0.769423165533668,0.334613451831111,0,0,0,2,1,0,1,0,0,0,0,0,3,2,0,0,0,0,457.153500217,623.197889478054,125.344827794791,-1.32470076494018
"9772","F45011","1984",0,0,0,2,2,0,0,0,0,0,0,0,5,3,0,11,4,0,30.4218955107357,30.3940110386469,0.769423165533668,0.036240749353472,5,3,0,2,0,0,3,2,0,1,0,0,0,0,0,1,0,0,556.125624703,623.197889478054,125.344827794791,-0.535101973931161
"9773","F45011","1985",2,1,0,6,5,1,0,0,0,0,0,0,6,2,0,3,2,0,30.2669397366436,30.3940110386469,0.769423165533668,-0.165151385733434,1,0,0,2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,602.379249917,623.197889478054,125.344827794791,-0.166090934323492
"9774","F45011","1986",5,2,0,4,0,0,15,11,8,3,2,0,4,3,0,6,6,5,31.3099155595769,30.3940110386469,0.769423165533668,1.19037814554853,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,436.017374728,623.197889478054,125.344827794791,-1.49332459937236
"9775","F45011","1987",2,0,0,0,0,0,3,1,0,6,1,0,0,0,0,0,0,0,30.6195888650158,30.3940110386469,0.769423165533668,0.293177846045874,0,0,0,3,2,0,0,0,0,1,0,0,2,1,0,0,0,0,496.340874721,623.197889478054,125.344827794791,-1.01206421508464
"9776","F45011","1988",1,0,0,4,2,0,1,1,0,5,0,0,0,0,0,0,0,0,29.8409587613914,30.3940110386469,0.769423165533668,-0.718788180586987,0,0,0,2,1,0,0,0,0,3,1,0,5,1,0,0,0,0,571.840999699,623.197889478054,125.344827794791,-0.409724842122192
"9777","F45011","1989",2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,29.5284830769119,30.3940110386469,0.769423165533668,-1.12490499442479,2,1,0,2,1,0,4,2,0,1,0,0,1,1,1,2,1,0,741.059250401,623.197889478054,125.344827794791,0.940296963157533
"9778","F45011","1990",3,0,0,4,2,1,9,8,1,3,2,0,9,6,2,8,7,1,31.4159892640684,30.3940110386469,0.769423165533668,1.32823948017305,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,705.502500243,623.197889478054,125.344827794791,0.656625504322296
"9779","F45011","1991",2,1,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,30.3643137991428,30.3940110386469,0.769423165533668,-0.0385967577196864,0,0,0,1,0,0,3,1,0,3,2,1,0,0,0,0,0,0,718.702625094,623.197889478054,125.344827794791,0.761935991266446
"9780","F45011","1992",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0982362144019,30.3940110386469,0.769423165533668,-1.68408605600819,0,0,0,3,2,0,1,0,0,2,1,0,2,0,0,2,2,0,781.410000311,623.197889478054,125.344827794791,1.26221491238525
"9781","F45011","1993",0,0,0,4,4,0,18,9,0,4,0,0,5,4,2,5,0,0,31.5095633819699,30.3940110386469,0.769423165533668,1.44985541545182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,414.368874654,623.197889478054,125.344827794791,-1.6660361540082
"9782","F45011","1994",2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,29.1930158919614,30.3940110386469,0.769423165533668,-1.56090328506346,0,0,0,2,1,0,4,1,0,2,0,0,0,0,0,4,2,0,761.638250054,623.197889478054,125.344827794791,1.10447605227552
"9783","F45011","1995",5,3,0,0,0,0,1,0,0,5,4,0,0,0,0,1,0,0,30.338553263247,30.3940110386469,0.769423165533668,-0.0720770804468509,0,0,0,3,2,1,0,0,0,7,7,3,1,0,0,1,1,0,878.363625125,623.197889478054,125.344827794791,2.03571012969671
"9784","F45011","1996",10,5,3,3,2,0,2,2,0,0,0,0,1,0,0,0,0,0,30.0041463270136,30.3940110386469,0.769423165533668,-0.506697392406808,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,1,0,524.04712542,623.197889478054,125.344827794791,-0.791023976038161
"9785","F45011","1997",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,1,0,29.2013188098436,30.3940110386469,0.769423165533668,-1.55011219083329,1,0,0,3,1,0,2,1,0,1,0,0,2,2,0,1,0,0,688.123500004,623.197889478054,125.344827794791,0.517975984076816
"9786","F45011","1998",7,6,0,11,7,3,3,3,0,5,4,0,2,1,1,0,0,0,31.7519453857256,30.3940110386469,0.769423165533668,1.76487322959257,4,2,0,1,0,0,2,2,0,0,0,0,2,2,1,0,0,0,548.571374902,623.197889478054,125.344827794791,-0.595369716397308
"9787","F45011","1999",0,0,0,0,0,0,5,1,0,15,10,2,7,4,2,0,0,0,30.1688248647944,30.3940110386469,0.769423165533668,-0.292668825088325,1,1,1,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,592.311375213,623.197889478054,125.344827794791,-0.246412355487217
"9788","F45011","2000",10,8,3,5,3,0,5,2,0,2,0,0,0,0,0,1,1,0,30.9730396792293,30.3940110386469,0.769423165533668,0.75254900881597,0,0,0,1,1,1,1,1,0,1,0,0,3,1,1,0,0,0,558.068499525,623.197889478054,125.344827794791,-0.519601734661769
"9789","F45011","2001",4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,30.0908699682225,30.3940110386469,0.769423165533668,-0.393984849954529,1,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,490.353374985,623.197889478054,125.344827794791,-1.05983243848355
"9790","F45011","2002",3,1,0,4,1,0,5,2,0,6,2,0,2,2,0,7,6,1,30.6252292798913,30.3940110386469,0.769423165533668,0.300508551863105,1,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,648.881124654,623.197889478054,125.344827794791,0.204900637926548
"9791","F45011","2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0988391944896,30.3940110386469,0.769423165533668,-1.68330237790406,2,2,1,5,2,0,4,2,1,2,2,0,1,0,0,1,1,0,907.986249527,623.197889478054,125.344827794791,2.27203918230427
"9792","F45011","2004",11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,29.9814209936754,30.3940110386469,0.769423165533668,-0.536232938457636,2,0,0,2,0,0,3,2,0,3,2,1,4,4,0,0,0,0,674.273250135,623.197889478054,125.344827794791,0.407478805113237
"9793","F45011","2005",0,0,0,0,0,0,1,0,0,2,1,0,6,5,2,5,0,0,29.9665904910668,30.3940110386469,0.769423165533668,-0.555507770920295,1,1,0,3,1,1,3,2,0,2,1,0,0,0,0,2,0,0,700.262500308,623.197889478054,125.344827794791,0.614820828156649
"9794","F45011","2006",8,5,1,2,0,0,2,0,0,6,3,0,0,0,0,5,2,0,30.2760224252291,30.3940110386469,0.769423165533668,-0.153346843067667,0,0,0,2,2,1,2,2,2,1,1,0,1,1,0,1,0,0,584.702874717,623.197889478054,125.344827794791,-0.307112909549618
"9795","F45011","2007",0,0,0,0,0,0,0,0,0,15,12,5,4,0,0,6,5,1,31.0134206523066,30.3940110386469,0.769423165533668,0.805031147236287,0,0,0,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,445.227999737,623.197889478054,125.344827794791,-1.419842309189
"9796","F45011","2008",0,0,0,9,4,0,1,0,0,3,3,0,3,1,0,3,0,0,30.347986603755,30.3940110386469,0.769423165533668,-0.0598168042677938,1,0,0,0,0,0,3,1,0,3,2,0,0,0,0,2,2,0,619.460624787,623.197889478054,125.344827794791,-0.0298158668116131
"9797","F45011","2009",0,0,0,4,1,0,1,1,0,2,0,0,0,0,0,2,1,0,29.9876002627222,30.3940110386469,0.769423165533668,-0.528201897382089,4,2,1,0,0,0,2,2,0,0,0,0,2,1,0,1,0,0,635.851124703,623.197889478054,125.344827794791,0.100947406028282
"9798","F45011","2010",3,1,0,8,5,2,5,3,0,2,0,0,11,5,1,1,1,0,31.8577138528876,30.3940110386469,0.769423165533668,1.90233785491173,0,0,0,2,1,0,1,1,0,3,3,0,2,1,0,0,0,0,610.679250143,623.197889478054,125.344827794791,-0.0998736011313452
"9799","F45011","2011",9,5,4,8,3,1,9,6,0,10,6,1,7,4,0,2,1,0,31.5678262293339,30.3940110386469,0.769423165533668,1.52557817761163,0,0,0,2,0,0,2,1,0,0,0,0,1,1,0,2,0,0,533.026749658,623.197889478054,125.344827794791,-0.719384608096302
"9800","F45011","2012",2,1,0,2,1,1,6,4,2,0,0,0,2,0,0,2,0,0,30.1506983023623,30.3940110386469,0.769423165533668,-0.316227463876546,4,2,1,1,1,0,2,1,1,3,2,0,0,0,0,0,0,0,696.330625522,623.197889478054,125.344827794791,0.583452363616276
"9801","F45011","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,29.0056000056474,30.3940110386469,0.769423165533668,-1.80448301428051,1,1,0,4,3,1,6,4,1,3,3,0,0,0,0,0,0,0,793.322625183,623.197889478054,125.344827794791,1.35725373513989
"9802","F45011","2014",4,1,0,1,0,0,0,0,0,3,2,0,6,3,1,10,5,1,30.6662300466195,30.3940110386469,0.769423165533668,0.35379622055423,2,1,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,563.344500491,623.197889478054,125.344827794791,-0.477509842568403
"9803","F45011","2015",5,2,0,12,6,1,6,1,0,2,1,0,3,1,0,1,0,0,30.8050259469644,30.3940110386469,0.769423165533668,0.534185772834707,0,0,0,0,0,0,2,1,0,2,0,0,1,1,0,4,2,0,624.190324692,623.197889478054,125.344827794791,0.00791763993302275
"9804","F45011","2016",0,0,0,6,2,0,4,0,0,1,0,0,5,0,0,3,1,0,31.55190597345,30.3940110386469,0.769423165533668,1.50488702013544,5,2,1,2,0,0,2,1,0,1,0,0,2,2,1,1,1,1,858.255373613,623.197889478054,125.344827794791,1.87528666535624
"9805","F45011","2017",5,1,0,0,0,0,0,0,0,3,0,0,4,1,0,8,6,1,30.6690730299639,30.3940110386469,0.769423165533668,0.357491174737677,2,2,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,623.091712971,623.197889478054,125.344827794791,-0.000847075295583229
"9806","F45013","1981",1,1,0,10,6,3,7,1,0,0,0,0,1,0,0,4,3,1,29.5941169035053,29.5586878144326,0.625617482197074,0.0566305931035121,2,0,0,2,0,0,3,1,0,2,1,0,0,0,0,0,0,0,627.163018478,726.787839333216,159.958889528439,-0.622815156750036
"9807","F45013","1982",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29.1771749369525,29.5586878144326,0.625617482197074,-0.609818121035015,0,0,0,3,2,1,0,0,0,1,1,0,1,0,0,1,0,0,833.799717755,726.787839333216,159.958889528439,0.668996132301596
"9808","F45013","1983",0,0,0,1,0,0,8,2,2,9,7,3,8,7,1,4,2,0,29.8046470060028,29.5586878144326,0.625617482197074,0.393146289177243,0,0,0,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,492.531226398,726.787839333216,159.958889528439,-1.46448011502086
"9809","F45013","1984",3,1,0,3,2,0,0,0,0,2,0,0,7,2,0,10,1,0,29.6908454095075,29.5586878144326,0.625617482197074,0.211243449608904,2,1,0,1,1,0,3,2,0,0,0,0,2,1,0,0,0,0,602.13330189,726.787839333216,159.958889528439,-0.779291090421419
"9810","F45013","1985",1,1,0,6,4,1,0,0,0,0,0,0,5,3,1,5,3,0,29.7399298541853,29.5586878144326,0.625617482197074,0.289701047221724,1,0,0,2,2,0,4,1,0,3,2,0,0,0,0,0,0,0,734.511981161,726.787839333216,159.958889528439,0.0482882936394138
"9811","F45013","1986",4,0,0,4,2,0,13,11,4,2,1,0,5,2,1,6,6,6,30.400005021283,29.5586878144326,0.625617482197074,1.34477892768577,0,0,0,3,1,0,1,1,1,3,2,0,0,0,0,0,0,0,663.923773037,726.787839333216,159.958889528439,-0.393001392304863
"9812","F45013","1987",0,0,0,0,0,0,2,1,0,10,1,0,2,1,0,0,0,0,29.7205974714398,29.5586878144326,0.625617482197074,0.25879976441614,0,0,0,2,1,0,0,0,0,3,2,0,4,3,1,0,0,0,707.035661297,726.787839333216,159.958889528439,-0.123482840462608
"9813","F45013","1988",2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,28.9659330945606,29.5586878144326,0.625617482197074,-0.947471476964413,0,0,0,0,0,0,1,0,0,6,3,0,5,3,0,1,0,0,830.546038077,726.787839333216,159.958889528439,0.648655407959287
"9814","F45013","1989",4,2,1,0,0,0,0,0,0,2,2,0,1,0,0,5,2,1,29.0948498239764,29.5586878144326,0.625617482197074,-0.74140829445381,1,0,0,1,1,0,0,0,0,3,2,0,2,1,1,3,1,0,926.895188817,726.787839333216,159.958889528439,1.25099236481138
"9815","F45013","1990",3,2,0,4,1,1,6,3,1,4,2,0,12,8,0,10,9,0,30.6286533059792,29.5586878144326,0.625617482197074,1.71025510314878,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,2,2,1,642.370660896,726.787839333216,159.958889528439,-0.527742963745744
"9816","F45013","1991",4,2,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,0,29.8000587539853,29.5586878144326,0.625617482197074,0.385812331690349,3,1,0,2,1,0,5,3,0,2,2,1,0,0,0,0,0,0,844.993584684,726.787839333216,159.958889528439,0.738975781210136
"9817","F45013","1992",1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28.5040365156822,29.5586878144326,0.625617482197074,-1.68577657875956,1,0,0,1,1,1,0,0,0,4,2,0,1,0,0,1,1,0,781.038018459,726.787839333216,159.958889528439,0.33915076108439
"9818","F45013","1993",0,0,0,0,0,0,9,6,0,2,0,0,4,1,0,2,1,0,30.0096479817137,29.5586878144326,0.625617482197074,0.720824113957631,1,1,0,0,0,0,2,1,0,1,0,0,2,1,0,2,1,0,601.210849598,726.787839333216,159.958889528439,-0.785057898972787
"9819","F45013","1994",2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,28.4808300897858,29.5586878144326,0.625617482197074,-1.72287021274007,2,2,0,3,2,0,1,0,0,1,0,0,1,1,0,6,4,2,1181.635283735,726.787839333216,159.958889528439,2.84352714464749
"9820","F45013","1995",6,1,0,0,0,0,2,0,0,6,5,1,0,0,0,2,1,0,29.5431921736347,29.5586878144326,0.625617482197074,-0.0247685546501155,0,0,0,2,1,0,3,2,0,7,4,2,1,0,0,1,0,0,959.763491373,726.787839333216,159.958889528439,1.45647205182907
"9821","F45013","1996",7,3,0,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,29.1503868994897,29.5586878144326,0.625617482197074,-0.652636677461477,0,0,0,1,1,0,1,1,1,1,0,0,3,3,0,1,1,0,779.802264514,726.787839333216,159.958889528439,0.331425313948298
"9822","F45013","1997",0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,0,0,28.381428737392,29.5586878144326,0.625617482197074,-1.88175540252846,2,1,0,3,1,0,3,3,1,2,1,0,2,1,0,2,0,0,804.548961451,726.787839333216,159.958889528439,0.486131920189149
"9823","F45013","1998",9,8,2,19,10,2,5,5,1,4,4,0,5,2,1,4,0,0,31.0941123858742,29.5586878144326,0.625617482197074,2.45425458068953,1,0,0,1,0,0,3,2,0,0,0,0,1,1,0,0,0,0,549.686320841,726.787839333216,159.958889528439,-1.10716896706594
"9824","F45013","1999",1,0,0,0,0,0,6,4,1,14,6,3,7,3,2,0,0,0,29.3500051732627,29.5586878144326,0.625617482197074,-0.333562675449969,1,1,0,4,3,1,2,1,0,0,0,0,1,1,0,1,0,0,797.283585325,726.787839333216,159.958889528439,0.44071164909688
"9825","F45013","2000",11,8,2,2,0,0,8,3,0,2,0,0,0,0,0,1,1,0,29.8287337546079,29.5586878144326,0.625617482197074,0.431647049291082,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,474.541792603,726.787839333216,159.958889528439,-1.57694297249651
"9826","F45013","2001",7,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,29.1980248697964,29.5586878144326,0.625617482197074,-0.576491154578363,0,0,0,1,0,0,3,1,0,2,1,1,1,0,0,0,0,0,575.776037941,726.787839333216,159.958889528439,-0.944066327525788
"9827","F45013","2002",3,1,0,4,1,1,6,1,1,4,2,0,2,2,0,7,6,3,29.9128881173607,29.5586878144326,0.625617482197074,0.566161133611926,1,0,0,4,1,0,1,0,0,3,2,0,1,1,0,1,1,0,883.937925696,726.787839333216,159.958889528439,0.98244046846077
"9828","F45013","2003",2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29.2848263464569,29.5586878144326,0.625617482197074,-0.437745868312317,2,2,1,1,0,0,3,3,0,0,0,0,1,1,0,1,1,0,747.660943124,726.787839333216,159.958889528439,0.130490426961065
"9829","F45013","2004",7,6,2,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,29.3688221845204,29.5586878144326,0.625617482197074,-0.303485173153035,2,1,0,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,675.826132673,726.787839333216,159.958889528439,-0.318592525932458
"9830","F45013","2005",0,0,0,1,0,0,3,2,0,3,2,0,7,4,3,3,1,0,29.4055435294201,29.5586878144326,0.625617482197074,-0.244789011449343,3,2,0,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,722.170471548,726.787839333216,159.958889528439,-0.0288659654916851
"9831","F45013","2006",8,5,2,2,2,0,3,2,0,9,5,1,0,0,0,6,4,1,29.8322700482103,29.5586878144326,0.625617482197074,0.437299534560578,0,0,0,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,510.415566253,726.787839333216,159.958889528439,-1.35267426348161
