"","County","Quant90","Quant95","Quant99"
"90%145","F37077",22.067707309,35.3699877715,72.9981828128
"90%146","F37095",28.213420748,43.21608748,94.5189509840003
"90%147","F13009",24.514375065,40.549437715,83.8848754949999
"90%148","F45039",21.451514507,30.451743762,54.5747999804999
"90%149","F13029",19.909939421,32.070772726,55.0266225229
"90%150","F13275",21.442194374,29.335277724,80.2111500348
"90%151","F13099",23.533057184,33.009474366,62.5398398180001
"90%152","F13065",17.19116668,25.887958345,61.6829168330006
"90%153","F37189",21.283877568,31.3147344999999,59.2442938912
"90%154","F45055",21.37281809,30.721354435,75.3934653750001
"90%155","F37113",22.919538408,36.676948618,76.8671051600006
"90%156","F37043",23.588171356,35.133943048,57.7883999548
"90%157","F45073",24.969367253,33.6272295704999,71.2963885383
"90%158","F45083",22.557836054,32.053754113,54.4996031326
"90%159","F13193",22.31155185,34.23913775,69.0544829099999
"90%160","F13007",19.563791775,28.9791667095,51.514898122
"90%161","F13083",26.957346025,38.971861637,71.0108807804
"90%162","F13095",20.767066668,28.03648886,67.2301068463996
"90%163","F13205",19.191026304,31.26538157,60.2636051229999
"90%164","F13253",23.286700005,35.47285737,59.8693143575
"90%165","F13249",21.809269111,30.512672888,74.2721228963
"90%166","F37041",27.387027772,40.603236321,128.289581588
"90%167","F13151",20.886304292,35.59091317,72.4935651112
"90%168","F37073",25.80992737,38.093727165,118.04144896
"90%169","F13269",22.390384876,30.231415181,86.1019513364
"90%170","F37139",26.06395349,38.08511641,103.8348838
"90%171","F37075",23.026377792,33.5295223325,53.6115978899
"90%172","F37039",24.57416671,32.331458305,59.781027522
"90%173","F37019",29.054562505,50.1007655915,147.59723929
"90%174","F37083",26.750870302,38.351657355,93.0304054466
"90%175","F37099",22.930454013,34.717141315,68.4719488046001
"90%176","F37185",26.168724622,35.679289764,104.411179748
"90%177","F37131",25.78028087,36.5474380979999,116.351474902499
"90%178","F13033",17.170871766,28.213213655,60.345032427
"90%179","F13291",27.456387656,38.1936417825,69.0073224245999
"90%180","F13293",23.701155545,33.539026543,71.9877513232996
"90%181","F13297",21.971717468,38.721760872,74.0776284108999
"90%182","F13303",21.202319555,33.1919330575,69.8122421915
"90%183","F13305",19.386958722,26.5605309755,58.0454527481997
"90%184","F13019",18.839415278,31.465384572,85.235381308
"90%185","F13309",21.93149997,34.231045542,60.487809144
"90%186","F13073",20.683511208,38.091822322,73.3587831812
"90%187","F13091",19.682028246,33.853401445,69.4438786058
"90%188","F13135",26.382857106,37.029016034,74.2061009536
"90%189","F13085",31.1339285,42.55999987,67.23035772
"90%190","F13167",20.69131824,34.947658973,56.8950500292
"90%191","F13163",21.71784212,34.018815762,63.5603947152002
"90%192","F37009",19.836234338,29.833742223,53.8771923448
"90%193","F13103",20.560623159,30.5758695185,59.436565091
"90%194","F13173",18.148000134,27.58538464,77.51744628
"90%195","F13119",26.20414648,35.04609778,70.6182438
"90%196","F37021",18.615163332,30.209137841,49.6841202573
"90%197","F37023",22.716514867,30.7007770015,51.8259054583
"90%198","F37111",22.837727384,32.241969731,58.9234741293999
"90%199","F13271",19.764984128,31.190619239,60.748222012
"90%200","F13105",22.88996435,33.587017953,76.8163965178001
"90%201","F13185",20.54892311,27.77600001,89.2722647359998
"90%202","F13263",22.705413774,32.269672361,81.0832055046004
"90%203","F37047",28.867742908,42.0408286495,91.5613642484998
"90%204","F13139",26.654323088,37.433246015,64.966035624
"90%205","F13153",19.395311528,30.853655756,82.8736755900001
"90%206","F13229",23.10632653,29.95127554,62.151249845
"90%207","F13155",20.078547209,26.9027546395,70.8368637811001
"90%208","F13181",22.369578888,32.166894664,68.1727998848001
"90%209","F13183",17.582280725,27.1318421725,56.4941669470001
"90%210","F13207",19.218232136,31.888946315,84.2670874236999
"90%211","F13219",24.79929023,36.4140645079998,71.5101052810001
"90%212","F13225",22.052999998,36.739324976,96.2719400696
"90%213","F13239",24.2136923,33.591230946,59.3009383808
"90%214","F13243",19.33743751,33.586687411,65.8137221598
"90%215","F37033",26.072843812,38.967468748,82.042143484
"90%216","F37089",24.21431269,38.248254596,63.3723270171998
"90%217","F13259",21.19821544,29.9466692105,67.1027615255001
"90%218","F13159",22.092679285,36.222650895,75.823886353
"90%219","F13117",28.505428592,38.4765834725,67.5821522484001
"90%220","F37071",24.8523332,36.2931860454999,57.6414057155
"90%221","F37177",25.088786576,35.119292163,111.635986714
"90%222","F37059",23.65824988,30.27499995,59.5892499899997
"90%223","F13265",21.773607208,34.9592679209999,74.7461645960999
"90%224","F13279",20.267461548,29.068365456,63.7811997084
"90%225","F13285",22.82826085,32.1667755225,59.006702875
"90%226","F13289",21.286615458,29.75323079,77.0670538248
"90%227","F13223",24.728499982,36.610590912,84.2489546604
"90%228","F13113",23.799629719,40.514185188,64.3066963504001
"90%229","F13157",25.333153808,35.549961692,65.7897123724
"90%230","F13287",22.799369607,32.539434645,60.7313746559995
"90%231","F13031",21.891799973,31.5375500625,57.9905750473
"90%232","F13187",30.593285706,40.8857618419999,73.7728095847998
"90%233","F13255",22.27265636,37.47445317,76.0402657910003
"90%234","F13281",28.68770832,40.7942706675,71.7329583244999
"90%235","F13319",24.294121185,31.6242308985,67.7593561458997
"90%236","F13177",21.16408165,28.494183675,61.8964898209998
"90%237","F13267",19.26057144,29.4996071425,61.898813493
"90%238","F13197",21.960313685,30.9768528535,82.0239394468002
"90%239","F13039",24.736652636,31.5362946245,50.4563328486
"90%240","F37011",20.80010805,31.626945931,63.2411135224
"90%241","F13045",21.591083352,35.037194418,64.3396719364
"90%242","F13129",24.524370327,34.6303527725,59.6943462748
"90%243","F13241",29.6177359,41.81198132,79.1653492179999
"90%244","F13175",22.05663253,31.1713845,54.4330826324
"90%245","F13251",19.676282638,28.982065204,54.5892059448
"90%246","F13301",24.450829298,38.188975616,80.7297367060001
"90%247","F37141",27.758504618,42.1690629485,141.19881833
"90%248","F13043",22.893057017,34.266771487,63.5123726354
"90%249","F13071",19.869542192,28.59807231,90.219647966
"90%250","F37035",21.58847462,29.08521183,49.0213390804998
"90%251","F45015",24.584016964,35.226624363,67.5033724498999
"90%252","F45037",18.30054057,32.119391955,63.909595912
"90%253","F45075",18.347927224,27.120781864,57.9342362822
"90%254","F13137",27.687404724,38.4929285835,72.2156094705999
"90%255","F45071",21.883655591,32.937905402,53.3357378457
"90%256","F13165",22.023077032,29.358196207,59.6828094725999
"90%257","F13005",20.578476148,30.771904756,62.0303905560001
"90%258","F37119",24.66000003,35.20768533,67.2993086655003
"90%259","F37127",26.130287543,43.084893627,85.6775379860996
"90%260","F37115",18.359389558,22.8152462585,41.7684180215
"90%261","F37167",27.443737684,38.916458978,64.3186165916
"90%262","F13191",22.84439703,31.8651690695,66.0664484206
"90%263","F13245",21.25663831,33.239531912,66.1980595016
"90%264","F13317",22.328086932,30.017355111,78.6411999261001
"90%265","F13079",20.553936164,28.5181807604999,85.9264603425001
"90%266","F37055",28.756838235,41.7232475875,79.1088161565
"90%267","F13047",30.0935654060001,46.503478259,78.1572780310001
"90%268","F13067",24.635319208,34.721031925,79.2165644985997
"90%269","F37195",28.293056665,41.807566041,95.6739261312996
"90%270","F45063",22.752630652,31.54064859,66.0841263087999
"90%271","F13055",24.911499947,37.9516896829999,70.1971019094999
"90%272","F45069",23.772287752,33.8793425045,88.1756949507001
"90%273","F37061",25.393529378,40.271243848,110.923189997
"90%274","F45011",17.840025041,27.499231174,62.5837561153999
"90%275","F13075",18.07200012,27.66285708,83.4627426600005
"90%276","F13209",22.95055559,36.5156943,63.120963879
"90%277","F13027",23.18226469,32.696558656,96.8923116078005
"90%278","F13051",21.38123533,30.507147124,68.4188153824
"90%279","F13061",22.2921378760001,31.448931287,57.1528344624
"90%280","F13215",20.223843618,28.432062524,71.2630125777
"90%281","F13321",17.54174052,26.7326265925,68.835921053
"90%282","F13025",21.62936506,30.31793653,59.7431110819999
"90%283","F45021",24.608730158,33.836888906,65.0696062099999
"90%284","F37117",28.784869532,41.129117491,122.083394432
"90%285","F45067",28.039916794,42.2640556559999,76.2657332312
"90%286","F13237",22.086800052,35.206339883,72.7995092982
"90%287","F13257",24.801153817,34.0044038515,72.5182154210002
"90%288","F13011",24.484374976,33.7963279785,60.2131032450999
"90%289","F37183",27.271174644,37.940380877,73.970833354
"90%290","F37105",27.787230779,44.7131925895,78.5232357717001
"90%291","F37015",27.293532744,36.821112142,130.05561276
"90%292","F37159",26.35931505,33.7386986425,59.6300891480001
"90%293","F37001",28.811428666,39.3784911015,84.0960821448001
"90%294","F13145",19.524393955,28.9948863925,74.1896966425
"90%295","F13273",20.738313782,29.689294004,54.8237882892
"90%296","F13221",26.377338501,36.446469244,71.3139829476
"90%297","F37123",27.836942888,41.092168589,71.3238899201999
"90%298","F37179",27.336802098,35.4591094355,68.6275125448003
"90%299","F37029",25.8475555,35.30155538,100.9864439
"90%300","F45079",21.10530354,32.973080172,71.1187572844
"90%301","F37013",27.703755453,38.3598345035,123.67299708
"90%302","F13315",20.31627452,30.9024312,67.8078557867999
"90%303","F45017",20.9915254,32.76555073,76.4836012925
"90%304","F13283",21.882999857,32.27789302,61.0730963783
