"","County","Year","NumpptDays90","County1","NumpptDays95","County2","NumpptDays99","sumppt","Average","sd","Anomaly"
"3758","F13207","2001",2,"F13207",1,"F13207",0,478.765356754,547.426643306432,144.34279611598,-0.475682115075994
"3759","F13207","2002",1,"F13207",1,"F13207",0,593.350714115,547.426643306432,144.34279611598,0.318159769966402
"3760","F13207","2003",2,"F13207",2,"F13207",0,744.420714044,547.426643306432,144.34279611598,1.36476551679989
"3761","F13207","2004",0,"F13207",0,"F13207",0,786.318393504,547.426643306432,144.34279611598,1.65503063973914
"3762","F13207","2005",2,"F13207",0,"F13207",0,747.200535241,547.426643306432,144.34279611598,1.38402398533314
"3763","F13207","2006",1,"F13207",0,"F13207",0,373.085892584,547.426643306432,144.34279611598,-1.20782439729343
"3764","F13207","2007",0,"F13207",0,"F13207",0,489.643214388,547.426643306432,144.34279611598,-0.400320836739252
"3765","F13207","2008",1,"F13207",1,"F13207",0,515.737500228,547.426643306432,144.34279611598,-0.219540870283336
"3766","F13207","2009",2,"F13207",0,"F13207",0,771.046250068,547.426643306432,144.34279611598,1.54922595916659
"3767","F13207","2010",2,"F13207",2,"F13207",1,728.861250402,547.426643306432,144.34279611598,1.25697029555797
"3768","F13207","2011",0,"F13207",0,"F13207",0,408.731071236,547.426643306432,144.34279611598,-0.960876301433082
"3769","F13207","2012",0,"F13207",0,"F13207",0,523.033571433,547.426643306432,144.34279611598,-0.168994037318166
"3770","F13207","2013",2,"F13207",1,"F13207",1,641.410178559,547.426643306432,144.34279611598,0.651113445087009
"3771","F13207","2014",1,"F13207",1,"F13207",0,467.313392681,547.426643306432,144.34279611598,-0.555020775412034
"3772","F13207","2015",2,"F13207",1,"F13207",1,528.748768178,547.426643306432,144.34279611598,-0.129399427134726
"3773","F13207","2016",1,"F13207",1,"F13207",0,346.183982008,547.426643306432,144.34279611598,-1.39419954936118
"3774","F13207","2017",2,"F13207",1,"F13207",0,708.017874676,547.426643306432,144.34279611598,1.11256838367279
"3775","F13209","1981",1,"F13209",0,"F13209",0,445.392500181,603.100418126568,146.935579636239,-1.0733133413704
"3776","F13209","1982",1,"F13209",0,"F13209",0,559.545278001,603.100418126568,146.935579636239,-0.296423372973346
"3777","F13209","1983",0,"F13209",0,"F13209",0,371.424166833,603.100418126568,146.935579636239,-1.57671989226243
"3778","F13209","1984",3,"F13209",2,"F13209",1,512.091111208,603.100418126568,146.935579636239,-0.619382365686207
"3779","F13209","1985",1,"F13209",0,"F13209",0,703.402500179,603.100418126568,146.935579636239,0.682626238660136
"3780","F13209","1986",0,"F13209",0,"F13209",0,403.016389594,603.100418126568,146.935579636239,-1.36171258879508
"3781","F13209","1987",0,"F13209",0,"F13209",0,380.275000709,603.100418126568,146.935579636239,-1.51648374048822
"3782","F13209","1988",0,"F13209",0,"F13209",0,563.154999982,603.100418126568,146.935579636239,-0.271856675173286
"3783","F13209","1989",1,"F13209",0,"F13209",0,721.325833586,603.100418126568,146.935579636239,0.80460713294981
"3784","F13209","1990",1,"F13209",0,"F13209",0,582.019721439,603.100418126568,146.935579636239,-0.143468972863863
"3785","F13209","1991",1,"F13209",1,"F13209",0,768.612777545,603.100418126568,146.935579636239,1.12642805662307
"3786","F13209","1992",0,"F13209",0,"F13209",0,723.158611853,603.100418126568,146.935579636239,0.817080478558391
"3787","F13209","1993",0,"F13209",0,"F13209",0,383.15027769,603.100418126568,146.935579636239,-1.49691545765217
"3788","F13209","1994",1,"F13209",1,"F13209",0,812.097499216,603.100418126568,146.935579636239,1.42237218246824
"3789","F13209","1995",0,"F13209",0,"F13209",0,635.263608501,603.100418126568,146.935579636239,0.218893139796755
"3790","F13209","1996",1,"F13209",0,"F13209",0,556.40500057,603.100418126568,146.935579636239,-0.317795170320008
"3791","F13209","1997",1,"F13209",0,"F13209",0,544.543055639,603.100418126568,146.935579636239,-0.398524051373637
