"","County","Quant90","Quant95","Quant99"
"90%128","F37051",34.9745330338625,35.7683705949292,37.2647386314942
"90%129","F37193",32.2955044512163,33.1102110469551,34.6046224321399
"90%130","F37163",34.550043402185,35.3320062784048,36.6111329629538
"90%131","F37137",33.2052365785487,33.9745176685558,35.5587692749921
"90%132","F37187",33.9078530648176,34.9260867511525,36.3287888381061
"90%133","F37125",34.7152859417897,35.6968155537011,37.1355896226415
"90%134","F37155",34.8162942590848,35.6151749033323,37.1779405601932
"90%135","F37171",32.4318176651001,33.2866152987761,34.5290374800738
"90%136","F45029",35.129863063671,36.1283032975373,37.5107933386343
"90%137","F37031",31.5028475956745,32.2157017409083,33.9867197904242
"90%138","F45059",35.114242395365,35.8331203100816,36.9310408646206
"90%139","F37005",28.813629070405,29.5786049135269,31.0910460109096
"90%140","F13101",35.4906950887044,36.3065877183278,37.8318697617849
"90%141","F37085",34.7303552784639,35.7252088322359,37.2616653303258
"90%142","F37093",34.9912679780205,35.9978293400891,37.4405023394891
"90%143","F37143",33.5400202848474,34.4678194357425,35.9685786842813
"90%144","F13313",33.6614903519793,34.4095597476494,35.4771428336167
"90%145","F37077",33.7224683901159,34.7408505974746,35.988855104679
"90%146","F37095",32.2789513916266,33.1849761644999,34.5121091911441
"90%147","F13009",35.9651298999786,36.8360548639298,38.4873936595917
"90%148","F45039",35.2438844180801,36.2196227416251,37.6419688782183
"90%149","F13029",35.4808514855125,36.3262620608012,37.6265848327406
"90%150","F13275",35.4745832125346,36.1464029232661,37.376475710339
"90%151","F13099",36.0017544882639,36.632477885655,37.6690283126831
"90%152","F13065",35.6919516118368,36.540806611379,38.0183824551901
"90%153","F37189",27.6820570264544,28.2988326714963,29.8945512378459
"90%154","F45055",34.9900518694791,35.9730672368137,37.847664753307
"90%155","F37113",29.0856794993083,29.8663160874294,30.9454523734557
"90%156","F37043",29.5452799551828,30.2821070235116,31.3513953617641
"90%157","F45073",33.4912286310779,34.4150200211272,35.3379041006127
"90%158","F45083",34.3467869336488,35.2342655901049,36.2121109390259
"90%159","F13193",35.700439762247,36.4620593597149,37.4491606179599
"90%160","F13007",35.9247499148051,36.5731323202451,37.6167759633064
"90%161","F13083",32.3144922476549,33.0100231464092,34.2792523897611
"90%162","F13095",35.8233532545301,36.5976233037312,37.6957670423719
"90%163","F13205",35.6449974511799,36.4015481497112,37.4900345159832
"90%164","F13253",36.4930054473877,37.223424382891,38.6180687648228
"90%165","F13249",35.313446015578,36.1244654288659,37.0651343301626
"90%166","F37041",33.7508164935642,34.6810763941871,36.2981465307872
"90%167","F13151",34.7214760655942,35.4691131135692,36.4520245593528
"90%168","F37073",34.1433090695468,35.2350118914517,36.443975121238
"90%169","F13269",35.2687339206912,36.1292356994917,37.2690410606816
"90%170","F37139",33.1830161649128,34.1929605572723,35.6311478911999
"90%171","F37075",29.7273867204454,30.4801712311639,31.5359832280477
"90%172","F37039",31.045719411638,31.67894171079,32.6908301573329
"90%173","F37019",33.3802102595568,34.2658678099513,35.8982547302544
"90%174","F37083",34.0803925372936,35.0763481864223,36.4620249229007
"90%175","F37099",28.3666107487034,29.1916154616588,30.1078494164751
"90%176","F37185",34.0573274916497,34.9744406271672,36.3273821258545
"90%177","F37131",34.144849447186,35.156485917595,36.6306390539448
"90%178","F13033",35.757725537944,36.5692163010948,38.0119350185557
"90%179","F13291",30.1986223571154,30.9227937912454,31.8864813228529
"90%180","F13293",35.2178288438585,35.9710666995578,36.8884709277683
"90%181","F13297",34.4841217455657,35.3655566298443,36.5064083389614
"90%182","F13303",35.5644854909366,36.400257106663,37.6727870441712
"90%183","F13305",35.8619793528134,36.8256310492447,38.1226936706071
"90%184","F13019",35.4066198495718,36.2306875874446,37.5260792600192
"90%185","F13309",35.8479704683477,36.8402614116669,37.9966635756059
"90%186","F13073",35.3237156592475,36.1908165274726,37.6714474241469
"90%187","F13091",35.8593508330869,36.6305704600374,37.963316574634
"90%188","F13135",33.6388539208306,34.4965928213937,35.5999354050652
"90%189","F13085",32.4700894560133,33.3023229360581,34.3367990936552
"90%190","F13167",36.0100090633739,36.9260818524794,38.3005833903227
"90%191","F13163",35.7026028482537,36.5805112412101,37.8520099388925
"90%192","F37009",28.2328640311956,28.8229905217886,30.4150594836474
"90%193","F13103",35.6775522646696,36.5336267609527,37.9785216102047
"90%194","F13173",35.4073422065148,36.2693674380963,37.7212230212872
"90%195","F13119",33.9481170561256,34.9501611244388,35.9516588536705
